,Precentral_L,Precentral_R,Frontal_Sup_2_L,Frontal_Sup_2_R,Frontal_Mid_2_L,Frontal_Mid_2_R,Frontal_Inf_Oper_L,Frontal_Inf_Oper_R,Frontal_Inf_Tri_L,Frontal_Inf_Tri_R,Frontal_Inf_Orb_2_L,Frontal_Inf_Orb_2_R,Rolandic_Oper_L,Rolandic_Oper_R,Supp_Motor_Area_L,Supp_Motor_Area_R,Olfactory_L,Olfactory_R,Frontal_Sup_Medial_L,Frontal_Sup_Medial_R,Frontal_Med_Orb_L,Frontal_Med_Orb_R,Rectus_L,Rectus_R,OFCmed_L,OFCmed_R,OFCant_L,OFCant_R,OFCpost_L,OFCpost_R,OFClat_L,OFClat_R,Insula_L,Insula_R,Cingulate_Mid_L,Cingulate_Mid_R,Cingulate_Post_L,Cingulate_Post_R,Hippocampus_L,Hippocampus_R,ParaHippocampal_L,ParaHippocampal_R,Amygdala_L,Amygdala_R,Calcarine_L,Calcarine_R,Cuneus_L,Cuneus_R,Lingual_L,Lingual_R,Occipital_Sup_L,Occipital_Sup_R,Occipital_Mid_L,Occipital_Mid_R,Occipital_Inf_L,Occipital_Inf_R,Fusiform_L,Fusiform_R,Postcentral_L,Postcentral_R,Parietal_Sup_L,Parietal_Sup_R,Parietal_Inf_L,Parietal_Inf_R,SupraMarginal_L,SupraMarginal_R,Angular_L,Angular_R,Precuneus_L,Precuneus_R,Paracentral_Lobule_L,Paracentral_Lobule_R,Caudate_L,Caudate_R,Putamen_L,Putamen_R,Pallidum_L,Pallidum_R,Heschl_L,Heschl_R,Temporal_Sup_L,Temporal_Sup_R,Temporal_Pole_Sup_L,Temporal_Pole_Sup_R,Temporal_Mid_L,Temporal_Mid_R,Temporal_Pole_Mid_L,Temporal_Pole_Mid_R,Temporal_Inf_L,Temporal_Inf_R,Cerebellum_Crus1_L,Cerebellum_Crus1_R,Cerebellum_Crus2_L,Cerebellum_Crus2_R,Cerebellum_3_L,Cerebellum_3_R,Cerebellum_4_5_L,Cerebellum_4_5_R,Cerebellum_6_L,Cerebellum_6_R,Cerebellum_7b_L,Cerebellum_7b_R,Cerebellum_8_L,Cerebellum_8_R,Cerebellum_9_L,Cerebellum_9_R,Cerebellum_10_L,Cerebellum_10_R,Vermis_1_2,Vermis_3,Vermis_4_5,Vermis_6,Vermis_7,Vermis_8,Vermis_9,Vermis_10,Thal_AV_L,Thal_AV_R,Thal_LP_L,Thal_LP_R,Thal_VA_L,Thal_VA_R,Thal_VL_L,Thal_VL_R,Thal_VPL_L,Thal_VPL_R,Thal_IL_L,Thal_IL_R,Thal_Re_L,Thal_Re_R,Thal_MDm_L,Thal_MDm_R,Thal_MDl_L,Thal_MDl_R,Thal_LGN_L,Thal_LGN_R,Thal_MGN_L,Thal_MGN_R,Thal_PuI_L,Thal_PuI_R,Thal_PuM_L,Thal_PuM_R,Thal_PuA_L,Thal_PuA_R,Thal_PuL_L,Thal_PuL_R,ACC_sub_L,ACC_sub_R,ACC_pre_L,ACC_pre_R,ACC_sup_L,ACC_sup_R,N_Acc_L,N_Acc_R,VTA_L,VTA_R,SN_pc_L,SN_pc_R,SN_pr_L,SN_pr_R,Red_N_L,Red_N_R,LC_L,LC_R,Raphe_D,Raphe_M
Frontal_Inf_Orb_2_L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frontal_Inf_Orb_2_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rolandic_Oper_L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rolandic_Oper_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Supp_Motor_Area_L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Supp_Motor_Area_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Olfactory_L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Olfactory_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frontal_Sup_Medial_L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frontal_Sup_Medial_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frontal_Med_Orb_L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frontal_Med_Orb_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rectus_L,,,,,,,,,,,,,,,,,,,,,,,1.0,-0.3772172607430984,0.6669604971916143,-0.012934247454178958,,,0.24909466947594458,0.3589468618662761,,,,,,,,,0.22899977024461185,0.19989604972411282,0.3640879648663627,0.39800275121081347,0.3689138790098941,0.20395826318612592,,-0.0007950917997775097,,,-0.033379730663636746,0.022112648843525876,,,-0.004938083023952827,-0.02422345895622371,0.08147823653752843,0.10734173597660586,0.3320397485758468,0.6554424555616671,,,,,,,,,,,-0.01275020121075926,-0.024376990019315776,,,,,,,,,,,-0.033377092665583606,-0.06977275152787552,0.35180153041241313,0.15477614890677824,0.22556971413056248,-0.004592851495476529,0.7211892912277683,0.741749482874544,0.5489185069181606,0.2770236698368082,0.13919040642775837,-0.1735513031695665,0.04373029893650087,-0.2805460389643175,0.030958278511565174,0.198461848348404,-0.1486212159074887,0.05801809955952176,-0.0872490465890911,-0.1587649103728692,0.08448276357144295,-0.28742632805817625,0.5559662541455405,-0.09864641976990053,-0.19843392880186106,0.31368319672066053,-0.31581808702714526,-0.025335788025895832,0.2790573187187932,0.25447869277490337,0.24464075388427395,-0.13527111884961457,-0.3880358299112296,-0.21234841283703207,-0.21484745170737551,-0.333072975377045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08217116912826439,0.12562033286493202,0.25858322031422315,0.09802848060693609,0.3688684809154599,0.15223238515243273,0.27764550686654216,0.02872588828540163,0.10793332020943162,0.41280331933635883,-0.09576035476708898,0.02323231173792225
Rectus_R,,,,,,,,,,,,,,,,,,,,,,,-0.3772172607430984,1.0,-0.5321023633106842,-0.29846097595451543,,,0.19370177791259882,-0.16304482216491273,,,,,,,,,-0.06361167966558476,-0.0038686989549855375,-0.24802210571180458,-0.2824430281075556,-0.08454660479213688,0.06308235641300604,,-0.0017826934827579236,,,-0.2718958842200882,-0.23035086427673424,,,0.08312464638756693,0.014931338213634609,-0.12589719837436714,-0.21580623519832917,-0.47789096095190847,-0.5683777729594017,,,,,,,,,,,-0.009473816404642685,0.004205494773971042,,,,,,,,,,,0.11744614901699656,0.006564498456898744,-0.004487392219371689,0.22618352699304517,-0.01291145820808512,0.013687085525230945,-0.6036751642759448,-0.4724005608871008,-0.5222253121737389,-0.6448062517807659,-0.17426395793505212,-0.5607822730505573,-0.5477099581545516,-0.46521844554033226,-0.092600770581808,-0.6662869221944707,-0.21408420544012582,-0.6357194780063169,-0.05190769705484686,-0.5750125968392858,-0.2239878622975968,-0.3439686148945113,-0.7000312424180589,0.03325650992891565,0.2612758092001263,-0.6512246163785446,0.4351263406417231,-0.5436911340572664,-0.49727470711156674,-0.34522146737310816,-0.5312647567860483,-0.39707054313530893,-0.00942648702333951,-0.3427674371828177,-0.38650374263262305,-0.22889017813975268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04011613548399467,-0.002953674700175799,-0.16000992908332262,0.03718024941243937,-0.3854627279205066,-0.009682877724308035,-0.0959913066152848,-0.02411947702133477,0.005396149754581755,-0.33285904400459526,-0.02259558813474994,-0.08647322113154135
OFCmed_L,,,,,,,,,,,,,,,,,,,,,,,0.6669604971916143,-0.5321023633106842,1.0,0.17820429887682235,,,0.12392295441300458,0.14029959268576792,,,,,,,,,0.2143494217331863,0.11971969059155584,0.4135435430950022,0.27342063978786124,0.29796693289490706,0.09501747063592687,,-0.08813800557179365,,,0.05768969479774205,0.0060761130302758376,,,-0.05520566226748884,-0.005417109257075274,0.038328460951597414,0.056318948711353366,0.35214091363157646,0.5282218350404039,,,,,,,,,,,-0.022327712460104666,0.01969254404905388,,,,,,,,,,,-0.07657265860591303,0.017843324492464653,0.3847229665492195,-0.04609901995750756,0.10920411627915141,-0.05550109373440474,0.6245193016248567,0.4542990746273057,0.40836094823618696,0.2325958100916757,0.17556410381730805,-0.061645795584627065,0.1396676483226458,-0.12881083863881024,0.02663636210645637,0.22588052460380262,-0.08800231657956276,0.08714551877553618,-0.0016440417071162355,-0.058155975229827676,0.07645122870296292,-0.07589855811763616,0.5455601585529569,0.12183815264367943,-0.2667427986306314,0.5120759011170946,-0.20062335163567938,-0.018861069549755083,0.36548129176857735,0.2364349275268723,0.3468641002848462,0.06630397840853455,-0.20558493884812737,0.0050876219330822856,-0.037799909396543575,-0.22904836699894232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023695900717807285,0.07224240942373723,0.18225915848305055,0.05146883122464798,0.34810236982116677,0.1272800067137107,0.19178830333633726,-0.0577902891899081,-0.08012774521923784,0.5002982163295225,-0.07336843227363492,0.07921031313874721
OFCmed_R,,,,,,,,,,,,,,,,,,,,,,,-0.012934247454178958,-0.29846097595451543,0.17820429887682235,1.0,,,-0.08583717638333702,0.3630576535726536,,,,,,,,,0.2265091321504697,0.11487312539502852,0.4355984964555914,0.3677096086596154,0.20491282242269024,0.09608167861579801,,0.00762432430786179,,,0.2949191773265799,0.17801192027435764,,,-0.029216306173075787,0.03495392665574394,0.05502182762265441,0.2131641830207656,0.3787511717987233,0.33377664267012747,,,,,,,,,,,0.10312145803966995,0.013978379780672236,,,,,,,,,,,0.07273723127949208,0.04716049801291996,0.0858763510405798,-0.10784633831193739,-0.004507450094632024,0.014054739331668514,0.13082903352959963,0.1614265959440033,0.33037852168772064,0.49175017697549844,-0.3112689951873772,0.37756058181876484,0.1034380567623356,0.2758427168763864,-0.054242240985337836,0.44591707445853124,0.44398395824079717,0.5428070219345582,-0.19646749682150014,0.4029192522324373,-0.2779911072308624,0.01520098045671934,0.022478766796633114,-0.3893647483685238,0.07135536504869988,0.1225841850232102,-0.37131343386588744,0.15567878994456089,-0.020445680746432146,-0.012543562267649815,0.060690560836104315,-0.007225726881841663,-0.10536826226323462,0.00811128729767727,0.01902846733984369,0.05335592239224535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06304321431100264,-0.0781858370111332,0.013721960051761115,-0.037015284609037004,0.13640893572891222,-0.030840301741644587,-0.0951709392225085,0.06071909557113556,0.01839728026283305,-0.21921625433588535,0.053322856585009404,0.08771227420544238
OFCant_L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OFCant_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OFCpost_L,,,,,,,,,,,,,,,,,,,,,,,0.24909466947594458,0.19370177791259882,0.12392295441300458,-0.08583717638333702,,,1.0,0.18199086799695036,,,,,,,,,0.25729690673657435,0.22032070326352107,0.21609807961243147,0.30164715364434325,0.27329728695114064,0.2924596107628909,,-0.1435728661849947,,,-0.1343445811371959,-0.14837658597365203,,,0.05008305302131779,0.0870075564274124,-0.03701351808867406,0.0641991876874192,0.1541627858494977,0.14196357593613756,,,,,,,,,,,-0.006339688892634641,0.014904507706766122,,,,,,,,,,,-0.03833017627009967,0.028370083735182676,0.2719670171444517,0.3137227968848764,0.2566236994880493,0.039622365163551665,0.22906899515636267,0.14052780891404298,0.2162922295185047,-0.0258609720495869,-0.19150139190907453,-0.2732107622261359,-0.2284425119296293,-0.35205230179995844,0.06001474735175875,-0.10588091762469208,0.006604299333510601,-0.11812393698049126,-0.12881767200746067,-0.26554631073158397,-0.043617175788177455,-0.43191798674447024,-0.12925265389411106,-0.34306173376825366,-0.05393113797919809,-0.365143545389015,-0.18784055883752107,-0.2500575429957319,-0.18430566106930832,-0.07321365352762582,-0.20602946018073298,-0.35650233429877143,-0.35892965347284517,-0.3866820826507852,-0.39735016328228573,-0.40185546422891727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06704213183945924,0.02868224117474452,0.09131722996887086,0.12045639330700891,0.0355346378529891,0.15357710342743489,0.16730732191340378,0.08416001147773607,0.20644902560327322,-0.1616424301628218,-0.0694163510372523,-0.06305626100589565
OFCpost_R,,,,,,,,,,,,,,,,,,,,,,,0.3589468618662761,-0.16304482216491273,0.14029959268576792,0.3630576535726536,,,0.18199086799695036,1.0,,,,,,,,,0.22563675784506482,0.15552613636718635,0.3225545518975855,0.48386610949320175,0.2348424224832256,0.182312802583118,,0.06595120633012413,,,0.05636375137968246,0.10676910338981457,,,0.046477938836444986,-0.02309467183680033,0.07134935794789046,0.14878535739561832,0.22905913489936844,0.44763162161668235,,,,,,,,,,,0.10640013726167602,-0.02144307769786231,,,,,,,,,,,-0.06843659313271437,-0.06913246155063546,0.001836064693187292,0.2940851027715786,0.2058725353141317,0.01106885206638634,0.24575523449168085,0.5157136635752485,0.3930714434321539,0.40890910370141526,-0.23179585225683655,0.10660547547329598,-0.05664351688134516,-0.02352360225331497,0.021928008865031757,0.27386826385723595,0.2339398010917727,0.3291667809548814,-0.270724270798565,0.14003803937591283,-0.06662969644985593,-0.2557537971356162,0.1218967795535474,-0.49625571223002934,0.05581291825367966,-0.11693591851245529,-0.31648579491602374,0.1311167369348522,-0.07066516182650127,-0.03221093745718653,-0.0195834626303602,-0.22116955617680298,-0.3887137908763629,-0.28726296160161413,-0.2354207250923111,-0.1724052674253261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018366519386476134,-0.08121011341458229,0.12214999968004814,0.021549782466074842,0.18660840571717113,0.06826261557890713,0.09390586802507013,0.03146772700886933,0.17005765794133398,-0.2046841031848669,0.027441392410479885,0.043924108221315435
OFClat_L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OFClat_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Insula_L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Insula_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cingulate_Mid_L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cingulate_Mid_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cingulate_Post_L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cingulate_Post_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
