,Precentral_L,Precentral_R,Frontal_Sup_2_L,Frontal_Sup_2_R,Frontal_Mid_2_L,Frontal_Mid_2_R,Frontal_Inf_Oper_L,Frontal_Inf_Oper_R,Frontal_Inf_Tri_L,Frontal_Inf_Tri_R,Frontal_Inf_Orb_2_L,Frontal_Inf_Orb_2_R,Rolandic_Oper_L,Rolandic_Oper_R,Supp_Motor_Area_L,Supp_Motor_Area_R,Olfactory_L,Olfactory_R,Frontal_Sup_Medial_L,Frontal_Sup_Medial_R,Frontal_Med_Orb_L,Frontal_Med_Orb_R,Rectus_L,Rectus_R,OFCmed_L,OFCmed_R,OFCant_L,OFCant_R,OFCpost_L,OFCpost_R,OFClat_L,OFClat_R,Insula_L,Insula_R,Cingulate_Mid_L,Cingulate_Mid_R,Cingulate_Post_L,Cingulate_Post_R,Hippocampus_L,Hippocampus_R,ParaHippocampal_L,ParaHippocampal_R,Amygdala_L,Amygdala_R,Calcarine_L,Calcarine_R,Cuneus_L,Cuneus_R,Lingual_L,Lingual_R,Occipital_Sup_L,Occipital_Sup_R,Occipital_Mid_L,Occipital_Mid_R,Occipital_Inf_L,Occipital_Inf_R,Fusiform_L,Fusiform_R,Postcentral_L,Postcentral_R,Parietal_Sup_L,Parietal_Sup_R,Parietal_Inf_L,Parietal_Inf_R,SupraMarginal_L,SupraMarginal_R,Angular_L,Angular_R,Precuneus_L,Precuneus_R,Paracentral_Lobule_L,Paracentral_Lobule_R,Caudate_L,Caudate_R,Putamen_L,Putamen_R,Pallidum_L,Pallidum_R,Heschl_L,Heschl_R,Temporal_Sup_L,Temporal_Sup_R,Temporal_Pole_Sup_L,Temporal_Pole_Sup_R,Temporal_Mid_L,Temporal_Mid_R,Temporal_Pole_Mid_L,Temporal_Pole_Mid_R,Temporal_Inf_L,Temporal_Inf_R,Cerebellum_Crus1_L,Cerebellum_Crus1_R,Cerebellum_Crus2_L,Cerebellum_Crus2_R,Cerebellum_3_L,Cerebellum_3_R,Cerebellum_4_5_L,Cerebellum_4_5_R,Cerebellum_6_L,Cerebellum_6_R,Cerebellum_7b_L,Cerebellum_7b_R,Cerebellum_8_L,Cerebellum_8_R,Cerebellum_9_L,Cerebellum_9_R,Cerebellum_10_L,Cerebellum_10_R,Vermis_1_2,Vermis_3,Vermis_4_5,Vermis_6,Vermis_7,Vermis_8,Vermis_9,Vermis_10,Thal_AV_L,Thal_AV_R,Thal_LP_L,Thal_LP_R,Thal_VA_L,Thal_VA_R,Thal_VL_L,Thal_VL_R,Thal_VPL_L,Thal_VPL_R,Thal_IL_L,Thal_IL_R,Thal_Re_L,Thal_Re_R,Thal_MDm_L,Thal_MDm_R,Thal_MDl_L,Thal_MDl_R,Thal_LGN_L,Thal_LGN_R,Thal_MGN_L,Thal_MGN_R,Thal_PuI_L,Thal_PuI_R,Thal_PuM_L,Thal_PuM_R,Thal_PuA_L,Thal_PuA_R,Thal_PuL_L,Thal_PuL_R,ACC_sub_L,ACC_sub_R,ACC_pre_L,ACC_pre_R,ACC_sup_L,ACC_sup_R,N_Acc_L,N_Acc_R,VTA_L,VTA_R,SN_pc_L,SN_pc_R,SN_pr_L,SN_pr_R,Red_N_L,Red_N_R,LC_L,LC_R,Raphe_D,Raphe_M
Frontal_Inf_Orb_2_L,,,,,,,,,,,1.0,,0.02014024158940992,,,,-0.17632366525969426,0.29525634768776376,,,,,0.2808700933091426,0.19184131220727846,0.05328325578476207,0.2737051857028627,0.33750039354507305,,0.3165628882456228,0.3464560690119438,0.04496637132664163,,0.3714246376024545,0.31503204265850904,,,0.01608809847434431,0.010755204811749281,0.34611655476902614,0.41473395621409587,0.42308647477272715,0.07640926661967107,-0.15833756132172327,0.39233334400629305,0.11090238910337068,0.3453691769376989,0.01590450157999006,,0.42315577159910267,0.3221829876097361,,,0.3443501942106853,,-0.05554330401533443,-0.027551209669972133,0.45048680441227684,0.17612914300176982,0.05573236146444331,,,,,,0.1627850352538555,,0.03928832475176992,,-0.05692307663320717,0.28355248176280784,,,,,-0.10129060588404985,0.2991696510600835,0.11441365558118452,,-0.029565199830612218,,0.009217211606163149,0.3456353975822157,0.2935931795114462,0.3960344697771235,0.2912493681578072,0.10664009679277721,0.2360299884062138,0.3121071395728151,0.36584222084211093,0.41022777648526393,0.3548543578858803,-0.10571747232944473,0.04058636019719209,0.36178713976479276,0.4512498722305828,0.41003873335189056,0.4006311615457442,0.24067998638757976,0.31209397182707926,0.1159790788333895,0.30150584151056425,0.36662481317687484,0.3260757541449221,0.3300209050453847,0.35328542360021276,0.3582435729592361,0.36840954807749904,-0.3565209232707034,0.3341409805773854,0.38799971210806944,0.2824548854054243,-0.13847871335694042,-0.1964565089667518,-0.17162087203603144,0.25383467528804726,0.30317529407289945,,,,,-0.2539429758827676,0.11059433111190838,-0.24234525427400128,0.09213727199294483,0.003022322800338293,0.07316805953254231,-0.23149205361896105,0.07053739965048278,-0.027248740387025537,,-0.1866158226967702,0.1416057926632878,-0.1449486974628001,,0.08575937661162647,0.37087274471028436,0.042365592495575415,-0.02565350682243678,0.04203742089337643,0.1034174810135023,-0.2671395393302247,0.01894183753167504,-0.08979746636165721,0.10309768702137463,-0.024476509961398246,,,,,,,,0.09139068934778201,0.08473284187847076,0.45441973323008894,0.426482628117867,0.3793467718264991,0.34091449497995535,0.008155118274185531,0.20184584244064613,0.2934703037972405,0.07053749019125129,0.39881897111530057,0.3017065714426724,0.31804613052205105,-0.028150145605453227
Frontal_Inf_Orb_2_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rolandic_Oper_L,,,,,,,,,,,0.02014024158940992,,1.0,,,,0.01112883600743762,0.06866145684418581,,,,,0.052044687431515246,0.06636173353342542,0.0989276563994679,0.027102618976020662,0.07039690702764223,,0.0930892106948692,0.04856328875870507,-0.002896104314727962,,0.14185404891368597,0.043877726828804454,,,-0.02669699121552866,-0.07684995440427383,0.003605009377502895,0.03802612537913747,0.07068642312530803,0.07378907198300798,0.0522953249121475,0.035205599550711515,-0.031023365340382802,0.03578325221013249,0.11891723891054402,,-0.03634752269004092,0.03513307512718104,,,0.04288559974298919,,0.00407871513884405,0.047526716540571376,0.010487356175016579,0.0796326437189179,0.0435748188588166,,,,,,-0.040390904779674296,,0.04804276958133166,,-0.06387522442394929,0.039975775142291906,,,,,0.053213553322379564,-0.0016009008871103998,0.05923613393658276,,0.2371719041206868,,0.40023492501677793,-0.03660464446032076,0.09815111146970565,0.0434127804045731,0.024898234828049603,-0.07033093293134372,0.046490403804928804,0.0878399258033422,0.06360668155565259,0.04258144315262414,-0.0011564668428402662,-0.05338085192958456,-0.061331288029150485,-8.011508713679283e-05,0.01911395753976115,0.03497229833653105,-0.0019311841029625656,-9.85231768972323e-05,0.021018709980792683,0.032337610244705384,0.034454558921214413,0.01612244288488447,0.01085162896463261,0.029151752555175502,0.01693162430200536,0.055315816445502645,0.07178409252522781,0.0706190359558989,0.03793872638006862,0.031495462960390234,-0.004330492947701359,-0.06938863266651484,-0.02510804606232031,-0.12486687192923422,-0.025242910131433316,0.013609887421998385,,,,,-0.10432533133088187,0.058878996331951275,-0.048253866214318604,0.0449875414855931,-0.08129060858535844,0.016880376810997463,0.0032885398980687206,0.10337974720047172,-0.07477931754962457,,0.04480669150856903,0.08675661689379678,-0.01507003983595622,,0.002390336151972954,0.08830538390073504,0.02354560551717684,0.008485380177069289,0.012426080749373342,0.030951335496933404,-0.07563739343189037,0.11174068651624788,-0.008047208472930199,0.02269772941111351,-0.11573861311052873,,,,,,,,-0.0002087024927056499,0.09163197290929341,0.023011626739052174,0.008130817828838439,-0.008495946218468596,-0.008727778267060164,-0.022218260565833273,-0.03239513014294796,-0.0028896435381603807,0.08642521692711048,0.03806722472157091,0.02714974899791667,0.006770133162602486,0.07336778813480566
Rolandic_Oper_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Supp_Motor_Area_L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Supp_Motor_Area_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Olfactory_L,,,,,,,,,,,-0.17632366525969426,,0.01112883600743762,,,,1.0,-0.5472846847898298,,,,,0.021531184614542107,-0.1847753044711054,0.060147996367797905,0.0409535812519197,-0.5908483063810016,,-0.4777156082415652,-0.5857320840836185,0.3704766367330429,,-0.38076855712834784,-0.5150055272024503,,,0.14254648978689063,0.281884542071332,-0.20207348598104946,-0.2035656568922363,-0.3197404629001231,0.17651601030332564,0.5497950977790234,0.07641996665932761,-0.08287552414045535,-0.4699923720843679,-0.1211628348451808,,-0.37501340316876597,-0.43847661501374896,,,-0.4449517709917808,,0.12912864375940517,-0.07948765194059672,-0.42871821160985135,-0.3977270618141039,-0.059067456770090544,,,,,,-0.060746500533602865,,-0.11088670499197048,,0.288552094262299,-0.36836278776579673,,,,,0.39664428094932325,-0.2384660243319388,0.010853340944057288,,0.02640522841203873,,0.025145596577418227,-0.19243441364422817,-0.3734844983942396,-0.6141166838316153,-0.26710566286815746,-0.008621851248302104,-0.33544875372877353,-0.5699183681926792,-0.3738475765876853,-0.5714093637691121,-0.44859603579329077,0.03537650154437853,0.01623713601450606,-0.36795354660820834,-0.42214859801098,-0.38197508953390086,-0.49201962934182103,-0.37402344512651514,-0.5506426480450398,-0.19265690975004146,-0.5506250102088354,-0.5427903231798432,-0.3505807346924999,-0.554450181044501,-0.45541866306014067,-0.5064299108230594,-0.5066900756108524,0.3062491025259489,-0.4921177507588664,-0.4237137566339895,-0.33473943987007504,0.3013275353465566,0.23143863322769156,0.35176442685963843,-0.23109870845761787,-0.32357229644987756,,,,,0.24472935391831044,-0.21997790979412443,0.23448325252721186,-0.3172739775541568,0.14665817915369622,-0.2304086619680094,0.2558978227551063,-0.24585871020053118,0.20422403541432022,,0.18290133565016337,-0.01079797697566477,0.09086827603971624,,-0.17918924840318137,-0.358854929237414,0.018493885974148867,-0.1123805535581665,-0.23157331409487208,-0.31694164799636304,0.23333653674250382,-0.191606262325605,0.3102911234103136,-0.29610842736414483,-0.04780781862756082,,,,,,,,0.5917168258700903,-0.5327482809788232,-0.3756086356749344,-0.4469391369811107,-0.19979408428909046,-0.49788834302084994,0.2690509659672304,-0.22563854989266377,-0.010448829392970385,-0.12547528327967752,-0.5547809026611916,-0.4684616218451668,-0.2353012815958138,0.06574236567425627
Olfactory_R,,,,,,,,,,,0.29525634768776376,,0.06866145684418581,,,,-0.5472846847898298,1.0,,,,,0.25468417564576296,0.37442826847084826,0.3955008430319389,0.061245173472529994,0.7346737938659681,,0.8085923361095362,0.8202407104307123,-0.5991725925179626,,0.858008356791169,0.8619848178388801,,,-0.10952294505840096,-0.21089956076013325,0.6085530514723537,0.7306620019902417,0.7871664407859659,0.2372296888127716,-0.39591221175394425,0.4717603146859725,0.10210854755501302,0.7819250368035795,0.18611602068874614,,0.7130973995834706,0.8026267174765813,,,0.8213745749682214,,-0.01763454968785805,0.07851290229004562,0.7396379426641866,0.5348208326617986,0.04024836819718922,,,,,,0.23596642617572072,,0.21198743485349011,,-0.3139230050796471,0.7178250814093144,,,,,-0.3669095367842437,0.5253419527821968,0.2632551567447359,,0.012604920443325913,,0.13829949178505951,0.5493626858281443,0.7908083485127022,0.9039472164155502,0.6030522999347419,0.09182747204216805,0.5852470716400966,0.7728287691007184,0.7871320218258653,0.8886381136164732,0.7928626007117178,-0.017949152262443348,0.1539930934584936,0.629972866697656,0.743920900329609,0.8118659585059377,0.8472142311077173,0.6741359285838404,0.8679872608208326,0.30067818418313563,0.8654490710076604,0.8598633897165782,0.7121372533972283,0.878942095071333,0.8194820397676144,0.8617884804836923,0.8637058269107313,-0.46520904594945084,0.872397802404854,0.7917290761110729,0.7043749745194171,-0.22847156828644852,-0.3365877311918728,-0.37630333236944347,0.47398105187518047,0.5896213947352728,,,,,-0.38417785226780016,0.24421836421303078,-0.3246967453717043,0.5712419290240752,-0.12977354678270403,0.4631788093552823,-0.30535990110800804,0.244268515452574,-0.06566749570561053,,-0.19513763615368415,0.08613210988243952,-0.09245707340987215,,0.3496795968745576,0.8152278407318541,0.011638010209478996,0.20759607462118837,0.2446633094054105,0.40299083979906847,-0.4608304225532924,0.09094132466115021,-0.42689227545788444,0.1948607849541931,0.0012433165628854498,,,,,,,,0.011719648844031478,0.7397216664957392,0.7155488896156315,0.6935647182485197,0.5304443347995015,0.5844028172769241,-0.19093770496227785,0.30825753997159894,0.29446910655708625,-0.01503076056672492,0.8397069821933215,0.7974575260121756,0.37106950185187154,0.07626625655940708
Frontal_Sup_Medial_L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frontal_Sup_Medial_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frontal_Med_Orb_L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frontal_Med_Orb_R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rectus_L,,,,,,,,,,,0.2808700933091426,,0.052044687431515246,,,,0.021531184614542107,0.25468417564576296,,,,,1.0,0.780183922863462,0.4353371293513754,0.6863390218639653,0.09471579435198256,,0.2687143593375521,0.4873907867780934,0.05436994791747633,,0.4025419591418769,0.24130162681151987,,,0.13613216973171458,-0.024508105384046786,0.46400670103544345,0.3340878586113705,0.4930884817853026,0.38556355807245185,0.19005936328605053,0.4914167029722041,0.12001770257731136,0.20270653280833942,0.0732245195343807,,0.12576638626952516,0.07622641455715849,,,0.22949330342624308,,-0.25056480574622125,-0.08791212497887284,0.45960490890052363,0.4719118001265763,0.046228231982137054,,,,,,0.161422930448187,,0.0889884078142074,,0.03831582131881561,0.1830937958010319,,,,,0.11011861434887392,0.17045903491520784,0.2499031399612321,,-0.0233006330087231,,0.09292298598148649,0.2689937630892873,0.44609678780848666,0.392056862718517,0.338184778455364,0.12752816255046842,0.3207747634143887,0.44847854230454826,0.41622642365523216,0.40247165382851907,0.04790278306287156,-0.4666058357468836,-0.33509520455767633,-0.025226447608332574,0.18247605118610868,0.21103679675333056,0.14539143738830457,-0.16481032948667984,0.04621980088444257,-0.35652971719824805,0.0836488876953138,0.12703460035077613,-0.01576865540511488,0.16209982426253328,0.08863538806690403,0.13832466496080456,0.18723998293210728,0.054764950295697154,0.2041768310869331,0.1845209574497967,-0.06655155244594624,-0.4410692018111624,-0.3808068351653277,-0.394875608092025,-0.1359325511931467,-0.09036920568090291,,,,,-0.06812321800527552,0.17853963956050145,0.04364736388997839,0.11368348383948752,0.01983855054984541,0.07130633170371749,-0.028875526580697666,0.0759944509888145,0.05051746504719984,,0.009890988248001545,0.12743579622736442,-0.017855431978706246,,0.11374244498096353,0.30095229272120344,0.08144509395697674,-0.03309370054427469,-0.08139368725802247,0.10131290254947037,-0.3608051325352894,0.10519642636801617,-0.08514369136433068,0.08721783993022574,-0.16360160219929806,,,,,,,,0.3411542915495607,0.2867737018020163,0.18465483409828345,0.23923985409060175,0.21275661932092058,0.2754193514457194,0.30152308852724685,0.3020676976252836,0.18670058912002016,0.10259238563397341,0.16165497874551774,0.2187436585599532,0.055672580122978425,0.1575712916871197
Rectus_R,,,,,,,,,,,0.19184131220727846,,0.06636173353342542,,,,-0.1847753044711054,0.37442826847084826,,,,,0.780183922863462,1.0,0.29726898170842647,0.5894593806697699,0.11011522834391806,,0.278126562629674,0.5365067913837712,-0.09132824418057167,,0.4533875247559178,0.29429534967175813,,,0.1418095457317612,-0.13466820241909244,0.4260919424208019,0.2698647230239693,0.45544400764522913,0.4468347221567129,0.2382349480672587,0.4051878758671158,0.08414129440195979,0.22308745487353268,0.15545865297115952,,0.0344205322943846,0.05342370339858241,,,0.2214167440309804,,-0.3545224669360299,-0.05934805362007731,0.41947464140018964,0.48406530650440477,0.1036275519728152,,,,,,0.11461508776435869,,0.1321207476001728,,0.016269690999747722,0.19192480880178828,,,,,0.07979426052746134,0.0863440497757175,0.26479631731696335,,0.015939604311370772,,0.11527541973624318,0.24154015375322546,0.5310236069439186,0.435321363929778,0.306763654470799,0.07649238985627967,0.319355923035801,0.5101209330474816,0.4123481859920721,0.43081490973513026,0.04014209267574629,-0.44891254094765204,-0.353374498961368,-0.08664134491049442,0.08022977833173253,0.16806688715032592,0.10847526510418572,-0.1727255620805213,0.08082993189880987,-0.3913611197001969,0.0968599685552716,0.13239497735018116,-0.059383393720222194,0.18437562807726898,0.05854643127644049,0.13736274135431326,0.22443744908378255,0.1931257979005391,0.24103113744548565,0.15834663579511546,-0.09985393149802703,-0.4683066905466852,-0.368781243675252,-0.4585646601183707,-0.20546312533839972,-0.18257462953135523,,,,,0.020006047121478562,0.21906591854067153,0.05480248822619756,0.3009736864508655,0.010274851356369876,0.2909882447039111,-0.04026422953086472,0.22448186199480388,0.09019760871094824,,0.044766970697661904,0.10806761210447846,-0.052235587021041766,,0.10173695029435322,0.317461180006417,0.09366237448625946,0.1863058647416744,-0.05617020808980712,0.3034781452579973,-0.3546304233414079,0.18688536095786126,-0.15681482514152642,0.22305212610686137,-0.1412498816755324,,,,,,,,0.18655143013940917,0.524615781393957,0.07873868084567098,0.09346811331624554,0.09504128258267587,0.18382097872056635,0.2742526069604342,0.285437042197474,0.09734376462973275,0.10929187885341293,0.14409690628760097,0.24254699659013118,-0.12482283261506093,0.29575330019858453
